Name;Supervisor;StProgram;FieldOfStudy;IsFullTimeStudy;IsExternalStudy;ResearchType;Description;Created
Vyrovnávanie a optimalizácia záťaže vysokovýkonných elastických cloudových klastrov;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Cloudová infraštruktúra zaznamenáva v súčasnosti významný technologický aj vedecký rozvoj. Elastický klaster predstavuje systém, postavený na fyzických alebo virtuálnych zdrojoch, ktorý je možné, na základe dynamickej záťaže systému, automaticky rozširovať, alebo zmenšovať o požičané virtuálne výpočtové zdroje z cloudu. Téma sa zameriava sa na elastický cloudový výpočtový klaster (angl. Elastic Cloud Computing Cluster, ECCC), ktorého cieľom, okrem elasticity - autonómneho dynamického prispôsobovania výpočtovej kapacity záťaži systému, je dosiahnuť „zelené počítanie“. Cieľom je vytvoriť také algoritmy, nástroje, metodiky a techniky, ktoré zabezpečujú vyrovnávanie záťaže a optimalizujú náklady na prevádzku uvedených systémov. Ide o  vysokovýkonné výpočtové systémy, kde optimalizované manažovanie systémov vedie k významným úsporám energie, financií a výpočtových zdrojov, pričom je dôležité, aby sa zabránilo zníženiu výkonu systému a súčasne boli dodržané kritériá kvality a dohody o úrovni poskytovanej služby (angl. Service Level Agreement, SLA).<br>;20.2.2017 11:35
Pravdepodobnostné modelovanie veľkých dát v oblasti lingvistiky;doc. Mgr. Ondrej Šuch, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;základný výskum;V dnešnej dobe je relatívne jednoduché získať veľké množstvo lingvistických dát, či už v písomnej, alebo v hovorenej forme. Vedecká analýza veľkých dát však ďaleko presahuje ľudské možnosti. Automatické spracovanie týchto dát je najsľubnejší prístup k tvorbe nových náhľadov do štruktúry a stavby jazyka. <br>Pri riešení tejto práce doktorand môže očakávať úlohy cez celé spektrum činností dátového vedca:<br>- získavanie lingvistických dát z verejne dostupných zdrojov (napr. web scraping),<br>- čistenie dát pomocou apriórnych pravdepodobnostných predpokladov,<br>- návrh modelov na základe hypotéz o štruktúre jazykovej komunikácie,<br>- paralelné spracovanie dát metódami umelej inteligencie,<br>- vizualizácia vytvorených modelov jazykových javov.<br>;20.2.2017 11:37
Optimalizácia univerzitného rozvrhu na báze vysokovýkonného počítania;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Tvorba univerzitného rozvrhu predstavuje NP-úplný výpočtový problém, ktorý alokuje učiteľa a skupiny študentov do výučbových miestností, v určitých časových intervaloch. Riešenie úlohy tvorby univerzitného rozvrhu obsahuje množstvo obmedzení. Univerzitné budovy s mnohými miestnosťami sú často distribuované v rôznych častiach mesta a presuny tokov študentov môžu spôsobiť problémy s preťažením. Obmedzenia sa týkajú napr. obsadenia špecializovaných laboratórií študentami príslušných študijných programov, atď.. Pri rozvrhovaní je potrebné dodržať rôzne optimalizačné kritériá. Téma sa zameriava na tvorbu a optimalizáciu týždenného univerzitného rozvrhu, pomocou metodiky a nástrojov paralelného a distribuovaného počítania. Cieľom práce je navrhnúť a vytvoriť algoritmy, nástroje, metodiky a techniky pre tvorbu rozvrhu s využitím vysokovýkonného počítačového klastra tak, aby boli dodržané kritériá kvality rozvrhu.;20.2.2017 11:44
Optimalizácia modelov dekompozície paralelných a distribuovaných výpočtov vo vysokovýkonnom počítaní;doc. Ing. Jarmila Škrinárová, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Pri príprave paralelných a distribuovaných aplikácií pre vysokovýkonné počítanie je potrebné dekomponovať sekvenčné algoritmy s cieľom dosiahnuť čo najmenšie náklady na výpočet z pohľadu aplikácie, ale aj z pohľadu manažovania systémov. Modelové úlohy budú zamerané na niektoré „ťažké“ problémy z oblasti diskrétnej matematiky a výpočtovej algebry. V rámci riešenia je potrebné odhadovať čas výpočtu (počet krokov) jednotlivých úloh v závislosti na štruktúre ich vstupu, napríklad pomocou metód umelej inteligencie. Na základe odhadov časov výpočtu úloh navrhneme vhodné modely dekompozície a aglomerácie danej výpočtovej aplikácie. Optimalizácia modelov sa vzťahuje na rozvrhovanie úloh vo vysokovýkonnom počítačovom systéme. Cieľom je vytvoriť také algoritmy, nástroje, metodiky a techniky, ktoré prispievajú k vyrovnávaniu záťaže a optimalizujú náklady na prevádzku vysokovýkonných výpočtových systémov.;20.2.2017 14:07
Rozpoznávanie obrazu pomocou hlbokého strojového učenia;prof. Ing. Martin Klimo, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum;Metódy hlbokého strojového učenie stanovili nové rekordy pre úlohy ako sú MNIST, NORB, ImageNet a mnohé ďalšie. Dôvodom rozmachu metód hlbokého učenia sú hlavne dva faktory: (1) nástup masívne paralelizovateľného hardvéru a efektívnych GPU implementácií algoritmov, (2) existencia veľkých tréningových datasetov. Napriek tomuto veľkému pokroku stále existuje viacero problémov, ktoré nie sú dostatočne vyriešené.<br>Hlboké strojové učenie vyžaduje existenciu veľkých datasetov, ktoré je v prípade riešenia nových úloh veľmi náročné získať. Niekedy je práve neexistencia vhodného datasetu hlavnou prekážkou k úspešnému riešeniu úlohy. Z tohto pohľadu sa naskytá niekoľko zaujímavých vedeckých výziev: trénovanie modelov pomocou malého počtu vzoriek, prenos znalostí medzi podobnými doménami, riešenie problému učenia sa z nevyvážených dát, obohacovanie datasetu umelou cestou.<br>Ďalšou výzvou je samotná výpočtová náročnosť, ktorá je napriek efektívnym paralelným implementáciám na GPU stále pre mnohé praktické úlohy príliš vysoká. Pri tréningu sa prejavuje napr. obmedzením množstva experimentov, ktoré je často potrebné vykonať pre nájdenie správnych hyper parametrov a architektúr sietí. Prínosom by bolo nájdenie vhodného spôsobu prehľadávania priestoru hyper parametrov a architektúr sietí. Ďalšou zaujímavou možnosťou je využitie nižšej presnosti pri výpočtoch (napr. polovičná presnosť), prípadne použitie binárnych operácií. Samotný beh by pri niektorých typoch úloh mohlo byť možné ďalej výrazne zrýchliť využitím princípu kaskád a tvorbou hierarchických architektúr.<br>Zaujímavou výzvou je aj samotné pochopenie fungovania konvolučných neurónových sietí a ich kombinácia s inými prístupmi. Lepšie pochopenie toho ako a prečo funguje konkrétne riešenie by nám umožnilo efektívnejšie hľadanie lepších modelov a ich nastavení.<br>Zameranie dizertačného projektu bude vychádzať z riešenia niektorých vyššie uvedených výziev.;20.2.2017 14:33
Využitie a analýza modelov CTC buniek pre vývoj mikrofluidických zariadení;doc. RNDr. Katarína Bachratá, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;základný výskum;Vývoj mikrofluidických zariadení, určených pre zachytávanie určitého typu chorobných buniek z toku krvi, je závislý od vyspelosti technológií, ktorými sa takéto zariadenia dajú vytvoriť. Optimalizácia týchto zariadení môže prebiehať viacerými cestami. Jednou z nich je vytvorenie modelu zariadenia a odhad počtu zachytených buniek na základe určitých charakteristík modelu, vychádzajúcich z  charakteristík mikrofluidického zariadenia. ;20.2.2017 15:17
Identifikácia charakteristík simulácií toku buniek  pre vývoj mikrofluidických zariadení;doc. RNDr. Katarína Bachratá, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Vývoj mikrofluidických zariadení, určených pre zachytávanie určitého typu chorobných buniek z toku krvi, je závislý od vyspelosti technológií, ktorými sa takéto zariadenia dajú vytvoriť. Optimalizácia týchto zariadení môže prebiehať viacerými cestami. Jednou z nich je vytvorenie simulačného modelu zariadenia a odhad počtu zachytených buniek na základe počtu buniek zachytených počas simulácie. Simulácia priebehu reálneho deja vyžaduje využitie rozsiahlych výpočtov na veľkých počítačoch, alebo ich skupinách (grid, cloud), pričom treba rozumne zvoliť mieru zložitosti simulácie, kvôli vernému popisu reálneho deja a mieru zjednodušenia modelu, kvôli limitom počítačového spracovania.;20.2.2017 15:24
Sustainable Management Strategies in SMEs;doc. Mgr. Jakub Soviar, PhD. ;manažment;3.3.15 manažment;TRUE;TRUE;aplikovaný výskum;Sustainable concept in SMEs is strongly connected to specific values such as ecology, customer orientation, education, balance between work and personal life, positive impact on local communities, etc. Sustainability is mainly oriented on ecological or environmental issues, although it is widely used also in socio-economic context. E.g. Delai and Takahashi refer to “consensus around three main dimensions of sustainability - economic, social, and environmental”. They define the social and economic dimensions as following: “The economic dimension assesses short and long term value generation by a company and its relationship with shareholders. It is related with the long-term sustainability of an organization.” “In the organization point-of-view, the social dimension of sustainability concerns impacts on the social systems within which it operates or its stakeholders”. Problem of future thesis consists of two main elements: 1. Sustainable values on which is SMEs management based, 2. Effective management strategy of SMEs based on previous elements (1). Research should be focused on specific area of SMEs. This relatively new ideas should be studied from business and strategic management point of view. Research should also cover stakeholders’ values in developing and implementing business strategies: what are the values behind the business and how visible are the values in business strategy? The problem is also insufficient orientation of SMEs towards sustainability. This is visible mainly as negative effects on main stakeholders. Future thesis should be focused on research about these effects and provide model solutions. Main goal of the future thesis should be proposal of methodology for sustainable management strategy of SMEs. This methodology will include key stakeholders management and will be oriented on SMEs motivation towards sustainable solutions. This methodology proposal should be at least partially verified in praxis. ;20.2.2017 17:22
Manažment tímovej spolupráce ;doc. Mgr. Jakub Soviar, PhD.;manažment;3.3.15 manažment;TRUE;FALSE;aplikovaný výskum;Pre dosahovanie podnikových cieľov je často kritická práca menších tímov pracovníkov. Nakoľko ide o sociálne skupiny pôsobí na ich výkon a efektivitu množstvo rôznorodých faktorov napr. osobnosť jednotlivých členov tímu, štýl vedenia, skúsenosti a pod. Manažment tu zohráva kľúčovú – kritickú úlohu: nastavenie pravidiel, nastavenie štýlu vedenia, práca s osobnosťami členov tímu, ich rozvoj a pod. Pre správny a efektívny manažment tímovej spolupráce je potrebné rozumieť jej princípom. Pochopiť ako fungujú a ako ich možno v sociálnej realite ovplyvňovať. Mnoho podnikov aktuálne považuje tímovú spoluprácu za jeden z najvážnejších problémov: nedostatok skúseností manažérov s riadením ľudí v tímoch, nedostatočné pochopenie tímu ako sociálnej skupiny, neznalosť ako aj absencia nástrojov riadenia tímovej spolupráce. Toto vplýva na vznik negatívnych efektov: vysoké náklady, časové oneskorenia, frustrácia ľudí, nízka alebo nedostatočná kvalita výsledkov práce. Správny manažment tímovej spolupráce môže uvedené negatíva eliminovať a zároveň prispieť k efektívnemu nastaveniu a výkonu tímových procesov. Uvedené negatíva sú kritické napr. pri manažmente projektových tímov. Tento spôsob aktuálne využíva množstvo podnikov. Je pre nich nevyhnutný. Z toho dôvodu predstavuje správny a efektívny manažment tímovej spolupráce zásadný faktor podnikovej konkurencieschopnosti. Dizertačná práca sa bude zaberať skúmaním týchto problémov a navrhovaním využiteľných riešení. Cieľom dizertačnej práce bude navrhnúť model manažmentu tímovej spolupráce (resp. riadenia projektových tímov) spolu so súborom odporúčaní a návrhom implementácie do praxe vrátane čiastočného overenia. ;20.2.2017 17:29
Inovácie v strategickom riadení športovej organizácie;prof. Ing. Štefan Hittmár, PhD. MBA;manažment;3.3.15 manažment;TRUE;FALSE;aplikovaný výskum;Najnovšie poznania v oblasti športového prostredia na Slovensku naznačujú značné nedostatky v riadení týchto organizácií. Ide najmä o absentujúci strategický prístup v riadení samotných organizácií na Slovensku v  kontexte vplyvu zainteresovaných strán, faktorov a dosahov manažérskych rozhodnutí. Ako problematická sa následne javí kontinuita riadenia od stanovenej vízie, poslania a cieľov až na jednotlivé riadiace posty. Kľúčom k riešeniu je inovačný model strategického riadenia športovej organizácie, ktorý by zohľadňoval jej typické kľúčové faktory. <br>Úlohou riešenia je skúmanie všeobecných i  špecifických vplyvov strategického riadenia na fungovanie jednotlivých procesov športovej organizácie. <br>Cieľom riešenia je na základe spracovanej metodológie a navrhnutého modelu strategického riadenia preukázať vhodnosť jednotlivých prístupov strategického riadenia procesov v športovej organizácii. ;20.2.2017 18:18
Efektívne algoritmy pre návrh siete nabíjacej infraštruktúry elektrovozidiel vo verejnej doprave;doc. Ing. Michal Koháni, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum;V ére inteligentných miest a inteligentných dopravných systémov sa značná pozornosť sústreďuje aj na oblasť verejnej dopravy. Cieľom je verejnú dopravu zatraktívniť, ale zároveň aj znížiť jej vplyv na ekologickú záťaž v rámci miest. Okrem tradičných dopravných prostriedkov sa značnej popularite tešia aj elektrobusy, s ktorými súvisia úlohy týkajúce sa výberu vhodnej technológie a tiež aj samotné rozmiestňovanie infraštruktúry pre vybranú technológiu elektrobusov. V našom prípade sa budeme venovať rozmiestneniu infraštruktúry pre vozidlá s pohonom na batérie, resp. superkapacitory, ktoré sú dobíjané priebežne buď v priebehu technologických prestávok, alebo priebežným dobíjaním počas prevádzky (manuálne alebo automatické pripojenie k zdroju energie, indukčné nabíjanie). Návrh takejto infraštruktúry vedie k riešeniu umiestňovacích úloh s pomerne zložitou štruktúrou obmedzujúcich podmienok. Už aj najjednoduchšia formulácia umiestňovacej úlohy zvyčajne patrí medzi NP - ťažké úlohy.<br>Cieľom práce bude na základe analýzy vstupných dát a vybranej technológie navrhnúť matematický model návrhu infraštruktúry pre elektrické vozidlá vo verejnej doprave zohľadňujúci rôzne špecifické podmienky súvisiace s verejnou dopravou. Pre vytvorený model bude potrebné nájsť vhodné riešiace algoritmy, ktoré budú založené na metódach riešiacich úlohy celočíselného programovania. Dosiahnuté výsledky experimentov bude potrebné overiť pomocou simulačného modelu.<br>Ako dátové vstupy pre riešenie úloh súvisiacich s použitím elektrobusov vo verejnej doprave použijeme dostupné údaje o sieti verejnej dopravy, odhady tokov cestujúcich (na základe neúplných vstupných dát o nástupoch cestujúcich), cestovné poriadky a plány rozvoja MHD. Ďalej využijeme aj dostupné geografické dáta (dáta zakúpené počas predchádzajúcich výskumných projektov, dáta zo systému OpenStreetMap spracované v rámci projektu VEGA 1/0339/13).;20.2.2017 22:57
Rozhodovanie v inovačnom procese;doc. Ing. Viliam Lendel, PhD.;manažment;3.3.15 manažment;TRUE;FALSE;aplikovaný výskum;Vo vedeckej literatúre možno nájsť niekoľko teórií, ktoré sa snažia vysvetliť manažérom podniku ako dochádza k tvorbe inovácií a ktoré faktory ovplyvňujú výsledok tohto procesu. Tieto teórie nazerajú na inovačný proces z rôznych uhlov, pričom dôležitú úlohu zohráva proces rozhodovania. Problematike rozhodovania v inovačnom procese je v súčasnosti venovaná malá pozornosť. V teórii ani v praxi neexistuje jednotný pohľad/názor na efektívny postup činností v rozhodovacom procese uplatňovaného v inovačnom manažmente. V praxi vznikajú najmä problémy v otázke nevenovania primeranej pozornosti rozhodovaniu o optimálnom variante inovačnej stratégie alebo inovačného projektu. Často aj vďaka časovému stresu manažéri podnikov uprednostňujú zjednodušené postupy. Predmetom výskumu riešenia bude analýza a rozbor súčasných prístupov k rozhodovaniu v inovačnom procese, miery využívania jednotlivých metód rozhodovania, skúmanie jednotlivých krokov rozhodovacieho procesu a ich vplyvu na inovačnú výkonnosť podniku. <br>Cieľom riešenia je skúmanie prvkov a ich súvislostí v rozhodovacom procese v riadení inovácií. Výstupom riešenia bude na základe vypracovaného nového modelu navrhnutý efektívny postup rozhodovacieho procesu v inovačnom manažmente.<br>Rámcový postup a úlohy:<br>1. Analýza teoretických východísk problematiky inovačných procesov, inovačného manažmentu a rozhodovania<br>2. Analýza existujúceho stavu rozhodovania v inovačnom procese a využívania jednotlivých metód rozhodovania<br>3. Skúmanie jednotlivých krokov rozhodovacieho procesu a ich vplyvu na inovačnú výkonnosť podniku<br>4. Konkretizácia skúmania na proces výberu variantu<br>5. Vypracovanie modelu efektívneho rozhodovacieho procesu uplatňovaného v inovačnom manažmente <br>6. Vypracovanie ucelenej metodológie uplatňovania rozhodovania pri riadení inovačného procesu;20.2.2017 23:58
Vývojové metaheuristiky pre navrhovanie verejných obslužných systémov;prof. RNDr. Jaroslav Janáček, CSc.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o váženom p-mediane, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak sú k úlohe dodané ďalšie obmedzujúce podmienky. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky pre riešenie vyššie uvedenej úlohy návrhu verejného obslužného systému s dodatočnými podmienkami, ako je obmedzená dostupnosť zákazníka alebo kapacita stredísk obsluhy. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;23.2.2017 13:44
Vývojové metaheuristiky pre navrhovanie verejných obslužných systémov;prof. RNDr. Jaroslav Janáček, CSc.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o váženom p-mediane, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak sú k úlohe dodané ďalšie obmedzujúce podmienky. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky pre riešenie vyššie uvedenej úlohy návrhu verejného obslužného systému s dodatočnými podmienkami, ako je obmedzená dostupnosť zákazníka alebo kapacita stredísk obsluhy. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;23.2.2017 13:45
Evolučné metaheuristiky pre navrhovanie férových záchranných obslužných systémov;prof. RNDr. Jaroslav Janáček, CSc.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum;Návrh územne rozľahlého férového verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o  p- centroch, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak sú k úlohe dodané ďalšie obmedzujúce podmienky. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky typu „Genetický algoritmus“ alebo „Scatter search“ na riešenie vyššie uvedenej úlohy návrhu férového verejného obslužného systému s dodatočnými podmienkami, ako je obmedzená dostupnosť zákazníka alebo kapacita stredísk obsluhy. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;23.2.2017 13:49
Evolučné metaheuristiky pre navrhovanie férových záchranných obslužných systémov;prof. RNDr. Jaroslav Janáček, CSc.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého férového verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o  p- centroch, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak sú k úlohe dodané ďalšie obmedzujúce podmienky. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky typu „Genetický algoritmus“ alebo „Scatter search“ na riešenie vyššie uvedenej úlohy návrhu férového verejného obslužného systému s dodatočnými podmienkami, ako je obmedzená dostupnosť zákazníka alebo kapacita stredísk obsluhy. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.;23.2.2017 13:51
Evolučné metaheuristiky na navrhovanie záchranných obslužných systémov v podmienkach neistoty;prof. RNDr. Jaroslav Janáček, CSc.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;FALSE;aplikovaný výskum;Návrh územne rozľahlého verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o váženom p-mediáne, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak v úlohe vystupujú neisté vstupné údaje ako napríklad rýchlosť náležitosti (vozidla), ktorá poskytuje službu. Na riešenie neistých úloh sa doposiaľ používali prostriedky teórie fuzzy množín a exaktné optimalizačné nástroje. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky typu „Genetický algoritmus“ alebo „Scatter search“ na riešenie vyššie uvedenej úlohy návrhu verejného obslužného systému v podmienkach neistoty. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.<br>;23.2.2017 13:55
Evolučné metaheuristiky na navrhovanie záchranných obslužných systémov v podmienkach neistoty;prof. RNDr. Jaroslav Janáček, CSc.;inteligentné informačné systémy;9.2.6 informačné systémy;TRUE;TRUE;aplikovaný výskum;Návrh územne rozľahlého verejného obslužného systému je NP-ťažká úloha podobajúca sa na úlohu o váženom p-mediáne, ktorej riešenie zvyčajne prekračuje možnosti komerčne dostupných solverov. Problémy s nájdením riešenia tejto úlohy sú o to väčšie ak v úlohe vystupujú neisté vstupné údaje ako napríklad rýchlosť náležitosti (vozidla), ktorá poskytuje službu. Na riešenie neistých úloh sa doposiaľ používali prostriedky teórie fuzzy množín a exaktné optimalizačné nástroje. V tejto práci sa predpokladá, že doktorand vykoná výskum výsledkom ktorého bude nájdenie vhodnej metaheuristiky typu „Genetický algoritmus“ alebo „Scatter search“ na riešenie vyššie uvedenej úlohy návrhu verejného obslužného systému v podmienkach neistoty. Dizertačná práca má analyzovať možné prístupy k riešeniu príslušnej umiestňovacej úlohy, navrhnúť účinné algoritmy pre ich realizáciu, implementovať ich a vykonať výskum ich správania.<br>;23.2.2017 13:58
Služby bezpečnosti v SDN (Software Defined Networks);doc. Ing. Pavel Segeč, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;SDN predstavujú nový koncept centralizácie správy a programovateľnosti komunikačných sietí, ktorý prináša vysokú flexibilitu a nové možnosti v efektivite využívania siete na základe požiadaviek aplikácií. SDN oddeľuje riadenie siete od samotných sieťových zariadení, ktoré je centralizované nad SDN kontrolérom. Sieťové služby sú tu implementované centralizovane ako sieťové aplikácie umožňujúce programovateľné riadenie správania siete flexibilnou rekonfiguráciou sieť. prvkov. Aplikácie SDN možno rozdeliť do viac kategórií, medzi ktoré patrí aj monitoring, bezpečnosť a spoľahlivosť. <br>Riešenie bezpečnosti sietí nie je nové. Bezpečnosť s využitím SDN (ako aj samotné SDN), je však oblasť nová, od ktorej sa očakávajú nové prístupy. Bezpečnosť SDN je potrebné riešiť z dvoch pohľadov:<br>1. Zlepšenie bezpečnosti existujúcich sietí (Data plane)<br>Nové možnosti proaktívnej a inteligentnej bezpečnostnej politiky, kedy centralizované aplikácie vyhodnocovaním údajov zo siete sieť spätne rekonfigurujú. Centralizované programovanie by malo zjednodušiť integráciu bezpečnostných mechanizmov pre detekciu útokov.<br>2. Zvýšenie bezpečnosti v sieti SDN (Control Plane)<br>Riadiaca rovina je tvorená komunikačnými protokolmi a aplikáciami v SDN kontroléri, ktoré sú tiež v potencionálnom ohrození útokom. Navyše kritické bezpečnostné hrozby môžu byť aj v SDN aplikáciách, ktorých vývoj musí byť realizovaný podľa špecifikovaného bezpečnostného rámca. Bezpečnostnými pravidlami je napríklad zabezpečené, že aplikácie nebudú prepísané aplikáciami nižších priorít. <br>Od SDN sa očakáva prínos jednotnej orchestrácie prvkov siete, ktorý ponúka voči doteraz silne distribuovanej architektúre autonómnych sieťových entít nové prístupy k aspektu bezpečnosti. Vzhľadom na novosť technológie vznikajú viaceré výskumné otázky ako napr. otázky prínosu SDN v oblasti bezpečnosti voči tradičným prístupom, spôsoby využitia SDN, metodika a modely návrh sieťových služieb, či bezpečnosť a ohrozenie samotnej SDN infraštruktúry.<br>;23.2.2017 20:56
Modelom riadený vývoj služieb/aplikácií v softvérovo definovaných sieťach (SDN);doc. Ing. Pavel Segeč, PhD.;aplikovaná informatika;9.2.9 aplikovaná informatika;TRUE;TRUE;aplikovaný výskum;Architektúra prvých SDN sietí bola vyvinutá s cieľom oddeliť riadenie siete od hardvérovo závislých funkcií prenosu a tak umožniť priamo programovať sieťové funkcie jednotlivých zariadení siete. Architektúra SDN bola publikovaná v roku 2012 v ONF ako OpenFlow Protocol Standard. Architektúra má 3 roviny: rovinu dát, rovinu riadenia a rovinu aplikácií. SDN vytvára slučku medzi aplikáciami a sieťou. Aplikácie dostávajú dáta zo siete, dáta sú spracované podľa politík alebo potreby riadenia v sieti, a podľa vytvorenej aplikácie môže byť spätne vykonané preprogramovanie funkcií siete jej rekonfiguráciou. Praktické príklady využitia SDN sú v oblasti sieťovej analýzy, optimalizácie, konfigurácie, bezpečnosti apod..<br>Vývojové prostredie aplikácie môže byť súčasťou kontroléra. Architektúra vývoja aplikácie patrí k softvérovým architektúram a je prienikom troch technológií:<br>- SDN, <br>- sieťového manažmentu a <br>- MDSE (Model Driven Software engineering). <br>MDSE popisuje rámec, založený na vzťahoch rôznych modelov, ich štandardizovaných mapovaniach a vzoroch. OMG odporúča v softvérovom inžinieringu MDA (Model Driven Architecture), založené na UML. Pre sieťové domény je modelovací jazyk YANG (protokol NETCONF). Jazyk YANG môže byť využitý pre modelovanie konfiguračných aj statických dát sieťových prvkov. Jazyk je protokolovo nezávislý a môže sa previesť napríklad do formátu XML, ktorý umožňuje vytvárať transformácie modelov, podobne ako v UML.<br>V komunikačných sieťach je v súčasnosti modelovanie využívané v sieťovej doméne k popisu funkcionalít sieť. prvkov, služieb a ich API. Tieto modely predstavujú modely požiadaviek  pre vývoj príslušnej aplikácie. Vývojové prostredie aplikácií, ktoré môže byť vytvorené v SDN, by malo byť vytvorené agilnými prístupmi. Tie vyžadujú modelové riešenia všetkých architektonických pohľadov. To znamená vytvorenie doménovo špecifického jazyka a nástrojov na generovanie kódu aplikácie, ktoré môže viesť k automatizovanému vývoju aplikácií v SDN.;23.2.2017 21:15
